Anbieter;Kurzbeschreibung Anbieter;Kurzbeschreibung des Angebots;Informationen zum Angebot;Webseite;Straße + Hausnummer des Angebotorts;Ort;PLZ des Angebotorts;Bezirk;Gratis?;Kategorie;Zielgruppen;X WGS 84;Y WGS 84;Sprache;Slug;Freigegeben
Musikschule Friedrichshain-Kreuzberg;Unser Angebot reicht von der frühkindlichen Musikbildung über Unterricht auf allen gebräuchlichen Orchesterinstrumenten und in Gesang bis hin zur studienvorbereitenden Ausbildung in Vorbereitung auf ein Musikstudium.;Ermäßigte Kursgebühren;siehe Website, Ermäßigung nach sozialen Gesichtspunkten auf Antragstellung;https://www.berlin.de/musikschule-friedrichshain-kreuzberg/info-service/;Mariannenpl. 2;Berlin;10997;Friedrichshain-Kreuzberg;nein;Kultur;Erwachsene, Senioren, Familie;13,42444737;52,50383605;de;Musikschule Friedrichshain-Kreuzberg;Ja
Friedrichshain-Kreuzberg Music School;Our offerings range from early childhood music education to instruction on all common orchestral instruments and in singing, as well as preparatory training for a music degree.;Reduced course fees;see website, discounts available based on social criteria upon application;https://www.berlin.de/musikschule-friedrichshain-kreuzberg/info-service/;Mariannenpl. 2;Berlin;10997;Friedrichshain-Kreuzberg;nein;Kultur;Erwachsene, Senioren, Familie;13,42444737;52,50383605;en;Musikschule Friedrichshain-Kreuzberg;Ja
Musikschule Marzahn-Hellersdorf;Unser Angebot reicht von der frühkindlichen Musikbildung über Unterricht auf allen gebräuchlichen Orchesterinstrumenten und in Gesang bis hin zur studienvorbereitenden Ausbildung in Vorbereitung auf ein Musikstudium.;Ermäßigte Kursgebühren;siehe Website, Ermäßigung nach sozialen Gesichtspunkten auf Antragstellung;https://www.berlin.de/musikschule-mh/;Alt-Marzahn 23;Berlin;12685;Marzahn-Hellersdorf;nein;Kultur;Erwachsene, Senioren, Familie;13,55816004;52,54414104;de;Musikschule Marzahn-Hellersdorf;Ja
Music School Marzahn-Hellersdorf;Our offering ranges from early childhood music education to lessons on all common orchestral instruments and singing, as well as preparatory training for a music degree.;Discounted course fees;see website, discounts based on social criteria upon application;https://www.berlin.de/musikschule-mh/;Alt-Marzahn 23;Berlin;12685;Marzahn-Hellersdorf;nein;Kultur;Erwachsene, Senioren, Familie;13,55816004;52,54414104;en;Musikschule Marzahn-Hellersdorf;Ja
Musikschule Mitte;Unser Angebot reicht von der frühkindlichen Musikbildung über Unterricht auf allen gebräuchlichen Orchesterinstrumenten und in Gesang bis hin zur studienvorbereitenden Ausbildung in Vorbereitung auf ein Musikstudium.;Ermäßigte Kursgebühren;siehe Website, Ermäßigung nach sozialen Gesichtspunkten auf Antragstellung;http://www.berlin.de/ba-mitte/musikschule/;Auguststraße 21;Berlin;10117;Mitte;nein;Kultur;Erwachsene, Senioren, Familie;13,39620571;52,52679114;de;Musikschule Mitte;Ja
Music School Mitte;Our offerings range from early childhood music education to lessons on all common orchestral instruments and singing to preparatory training for a music degree.;Reduced course fees;See website, discounts based on social criteria upon application;http://www.berlin.de/ba-mitte/musikschule/;Auguststraße 21;Berlin;10117;Mitte;nein;Kultur;Erwachsene, Senioren, Familie;13,39620571;52,52679114;en;Musikschule Mitte;Ja
Musikschule Neukölln;Unser Angebot reicht von der frühkindlichen Musikbildung über Unterricht auf allen gebräuchlichen Orchesterinstrumenten und in Gesang bis hin zur studienvorbereitenden Ausbildung in Vorbereitung auf ein Musikstudium.;Ermäßigte Kursgebühren;siehe Website, Ermäßigung nach sozialen Gesichtspunkten auf Antragstellung;http://www.musikschuleneukoelln.de/;Boddinstraße 34;Berlin;12053;Neukölln;nein;Kultur;Erwachsene, Senioren, Familie;13,4265853;52,47976625;de;Musikschule Neukölln;Ja
Neukölln Music School;Our offerings range from early childhood music education to lessons on all common orchestral instruments and singing, as well as preparation courses for a music degree.;Reduced course fees;see website, discounts based on social considerations upon application;http://www.musikschuleneukoelln.de/;Boddinstraße 34;Berlin;12053;Neukölln;nein;Kultur;Erwachsene, Senioren, Familie;13,4265853;52,47976625;en;Musikschule Neukölln;Ja
Musikschule Reinickendorf;Unser Angebot reicht von der frühkindlichen Musikbildung über Unterricht auf allen gebräuchlichen Orchesterinstrumenten und in Gesang bis hin zur studienvorbereitenden Ausbildung in Vorbereitung auf ein Musikstudium.;Ermäßigte Kursgebühren;Eltern-Kind-Kurse, Musikalische Früherziehung, Kindertanz, Instrumental- und Vokalunterricht für Kinder und Neu- und Wiedereinsteiger jeden Alters;http://www.musikschulereinickendorf.de;Ziekowstraße 161-163;Berlin;13509;Reinickendorf;nein;Kultur;Erwachsene, Senioren, Familie;13,29066385;52,59502638;de;Musikschule Reinickendorf;Ja
Reinickendorf Music School;Our offerings range from early childhood music education to lessons on all common orchestral instruments and in singing, as well as preparatory training for a music degree.;Reduced course fees;Parent-child courses, musical early education, children's dance, instrumental and vocal lessons for children and new and returning learners of all ages;http://www.musikschulereinickendorf.de;Ziekowstraße 161-163;Berlin;13509;Reinickendorf;nein;Kultur;Erwachsene, Senioren, Familie;13,29066385;52,59502638;en;Musikschule Reinickendorf;Ja
Musikschule Spandau;Unser Angebot reicht von der frühkindlichen Musikbildung über Unterricht auf allen gebräuchlichen Orchesterinstrumenten und in Gesang bis hin zur studienvorbereitenden Ausbildung in Vorbereitung auf ein Musikstudium.;Ermäßigte Kursgebühren;Die Musikschule Spandau bietet ein vielfältiges und breitgefächertes Angebot für Kinder, Jugendliche und Erwachsene an. Schwerpunkte der Musikschularbeit sind die Kurse der musikalischen Grundbildung, der instrumentale und vokale Einzel- und Gruppenunterricht, Tanz- und Ballettkurse sowie zahlreiche Ensemble- und Bandangebote. siehe Website, Ermäßigung nach sozialen Gesichtspunkten auf Antragstellung;https://www.berlin.de/musikschule-spandau;Carl-Schurz-Straße 59;Berlin;13597;Spandau;nein;Kultur;Erwachsene, Senioren, Familie;13,20507487;52,5391435;de;Musikschule Spandau;Ja
Music School Spandau;Our offer ranges from early childhood music education to lessons on all common orchestral instruments and in singing, up to preparatory training for a music degree.;Discounted course fees;The Music School Spandau offers a diverse and comprehensive program for children, teenagers, and adults. Key areas of the music school's work include courses in musical basic education, instrumental and vocal individual and group lessons, dance and ballet courses, as well as numerous ensemble and band offerings. See website for details, discounts available on social grounds upon application.;https://www.berlin.de/musikschule-spandau;Carl-Schurz-Straße 59;Berlin;13597;Spandau;nein;Kultur;Erwachsene, Senioren, Familie;13,20507487;52,5391435;en;Musikschule Spandau;Ja
Musikschule Treptow-Köpenick;Unser Angebot reicht von der frühkindlichen Musikbildung über Unterricht auf allen gebräuchlichen Orchesterinstrumenten und in Gesang bis hin zur studienvorbereitenden Ausbildung in Vorbereitung auf ein Musikstudium.;Ermäßigte Kursgebühren;siehe Website, Ermäßigung nach sozialen Gesichtspunkten auf Antragstellung;https://www.berlin.de/musikschule-treptow-koepenick/;Freiheit 15;Berlin;12555;Treptow-Köpenick;nein;Kultur;Erwachsene, Senioren, Familie;13,57685766;52,44756215;de;Musikschule Treptow-Köpenick;Ja
Music School Treptow-Köpenick;Our offerings range from early childhood music education to lessons on all common orchestral instruments and in singing, up to preparatory training for a music degree.;Reduced course fees;see website, discounts based on social criteria upon application;https://www.berlin.de/musikschule-treptow-koepenick/;Freiheit 15;Berlin;12555;Treptow-Köpenick;nein;Kultur;Erwachsene, Senioren, Familie;13,57685766;52,44756215;en;Musikschule Treptow-Köpenick;Ja
Nachhilfe-Team.net;Wir helfen dabei, die Noten unserer Schüler zu verbessern und sie für ihre Fächer zu begeistern. Egal, um welche Leistung es geht: Sie werden nicht an Laufzeiten gebunden und können jederzeit flexibel über Unterrichtsdauer und Termine entscheiden;Ermäßigte Kursgebühren;15 % Ermäßigung auf Nachhilfeunterricht. ab 21 Euro pro 45 min / Angebot 15 % Rabatt darauf;https://www.nachhilfe-team.net/;;Berlin;;Berlin mehrere Orte;nein;Bildung & Beratung;Erwachsene, Senioren, Familie;;;de;Nachhilfe-Team.net;Ja
Nachhilfe-Team.net;We help improve our students' grades and inspire them for their subjects. No matter what performance it is about: You are not bound by deadlines and can decide flexibly about the duration and dates of the lessons at any time;Reduced course fees;15% discount on tutoring classes starting from 21 Euros per 45 minutes / Offer 15% discount on that;https://www.nachhilfe-team.net/;;Berlin;;Berlin mehrere Orte;nein;Bildung & Beratung;Erwachsene, Senioren, Familie;;;en;Nachhilfe-Team.net;Ja
Naturschutzzentrum ökowerk Berlin e.V.;Das Naturschutzzentrum Ökowerk Berlin am Teufelssee ist ein nichtstaatliches Informations- und Bildungszentrum zu Fragen der Umwelterziehung, der Landschaftspflege und zum Naturschutz.;Ermäßigter Eintritt;Ermäßigung beim Kinderferienprogramm, ermäßigter Eintritt im Infozentrum WASSERLEBEN, ermäßigter Eintritt bei Festen sowie ermäßigter Mitgliedsbeitrag;https://www.oekowerk.de;Teufelsseechaussee 22;Berlin;14193;Charlottenburg-Wilmersdorf;nein;Bildung & Beratung;Erwachsene, Senioren, Familie;13,23641277;52,49185608;de;Naturschutzzentrum ökowerk Berlin e.V.;Ja
Nature Conservation Center Ökowerk Berlin e.V.;The Nature Conservation Center Ökowerk Berlin at Teufelssee is a non-governmental information and education center on issues of environmental education, landscape maintenance, and nature conservation.;Discounted admission;Discount for children's holiday program, discounted admission at the information center WATERLIVING, discounted admission at festivals, and reduced membership fee;https://www.oekowerk.de;Teufelsseechaussee 22;Berlin;14193;Charlottenburg-Wilmersdorf;nein;Bildung & Beratung;Erwachsene, Senioren, Familie;13,23641277;52,49185608;en;Naturschutzzentrum ökowerk Berlin e.V.;Ja
Naturschutzzentrum ökowerk Berlin e.V.;Das Naturschutzzentrum Ökowerk Berlin am Teufelssee ist ein nichtstaatliches Informations- und Bildungszentrum zu Fragen der Umwelterziehung, der Landschaftspflege und zum Naturschutz.;Ermäßigte Kursgebühren;wöchentliches Ferienprogramm mit Naturerlebnissen in allen Ferien - außer Weihnachtsferien Mo-Fr 9 - 15 Uhr, kein Ferienprogramm an Feiertagen. Berechtigungsnachweis-Inhaber*innen zahlen 60 Euro pro Woche statt 150 Euro für eine Ferienwoche;https://www.oekowerk.de/angebote/kinder/ferienprogramm;Teufelsseechaussee 22;Berlin;14193;Charlottenburg-Wilmersdorf;nein;Bildung & Beratung;Erwachsene, Senioren, Familie;13,23641277;52,49185608;de;Naturschutzzentrum ökowerk Berlin e.V.;Ja
Nature Conservation Center Ökowerk Berlin e.V.;The Nature Conservation Center Ökowerk Berlin at Teufelssee is a non-governmental information and education center for questions regarding environmental education, landscape maintenance, and nature conservation.;Reduced course fees;Weekly vacation program with nature experiences during all holidays - except Christmas holidays Mon-Fri 9 AM - 3 PM, no vacation program on public holidays. Proof of eligibility holders pay 60 euros per week instead of 150 euros for a vacation week.;https://www.oekowerk.de/angebote/kinder/ferienprogramm;Teufelsseechaussee 22;Berlin;14193;Charlottenburg-Wilmersdorf;nein;Bildung & Beratung;Erwachsene, Senioren, Familie;13,23641277;52,49185608;en;Naturschutzzentrum ökowerk Berlin e.V.;Ja
NEUE Bühne im Freiluftkino Hasenheide | Tageslichtkino (nicht nur) für Kinder und Familien;Saisonal geöffnetes Freiluftkino mit Mainstream-, Indie- und Kultfilmen in idyllischer Umgebung.;Ermäßigter Eintritt;Berechtigungsnachweis-Tickets kosten online  4 Euro (an allen Tagen, ohne Ausnahmen, ohne Aufschläge).;https://www.freiluftkino-hasenheide.de/open-air-neukoelln/;Hasenheide;Berlin;10967;Neukölln;nein;Freizeit;Kinder, Erwachsene, Familie, Senioren;13,41574501;52,4884011;de;NEUE Bühne im Freiluftkino Hasenheide | Tageslichtkino (nicht nur) für Kinder und Familien;Ja
NEUE Bühne in the Freiluftkino Hasenheide | Daylight cinema (not only) for children and families;Seasonally open outdoor cinema with mainstream, indie, and cult films in an idyllic setting;Discounted admission;Eligibility proof tickets cost 4 euros online (on all days, without exceptions, without surcharges);https://www.freiluftkino-hasenheide.de/open-air-neukoelln/;Hasenheide;Berlin;10967;Neukölln;nein;Freizeit;Kinder, Erwachsene, Familie, Senioren;13,41574501;52,4884011;en;NEUE Bühne im Freiluftkino Hasenheide | Tageslichtkino (nicht nur) für Kinder und Familien;Ja
Neue Gesellschaft für bildende Kunst;Die 1969 mit basisdemokratischer Struktur gegründete neue Gesellschaft für bildende Kunst (nGbK) ist einer der bedeutendsten und mitgliederstärksten Kunstvereine Deutschlands.;Freier Eintritt ;freier Eintritt für alle Besucher*innen;https://www.ngbk.de;Karl-Liebknecht-Str. 11/13;Berlin;10178;Friedrichshain-Kreuzberg;ja;Kultur;Erwachsene, Senioren, Familie;13,40761372;52,52195696;de;Neue Gesellschaft für bildende Kunst;Ja
New Society for Visual Arts;Founded in 1969 with a grassroots democratic structure, the New Society for Visual Arts (nGbK) is one of the most significant and largest art associations in Germany.;Free admission;free admission for all visitors;https://www.ngbk.de;Karl-Liebknecht-Str. 11/13;Berlin;10178;Friedrichshain-Kreuzberg;ja;Kultur;Erwachsene, Senioren, Familie;13,40761372;52,52195696;en;Neue Gesellschaft für bildende Kunst;Ja
Neue Nationalgalerie;Die Neue Nationalgalerie ist der bildenden Kunst des 20. Jahrhunderts mit Ausschnitten der facettenreichen Sammlung der Nationalgalerie gewidmet.;Freier Eintritt ;freier Eintritt;https://www.smb.museum/museen-einrichtungen/neue-nationalgalerie/home/;Potsdamer Str. 50;Berlin;10785;Tempelhof-Schöneberg;ja;Kultur;Erwachsene, Senioren, Familie;13,36800729;52,50688474;de;Neue Nationalgalerie;Ja
New National Gallery;The New National Gallery is dedicated to the visual arts of the 20th century with excerpts from the multifaceted collection of the National Gallery;Free admission;free admission;https://www.smb.museum/museen-einrichtungen/neue-nationalgalerie/home/;Potsdamer Str. 50;Berlin;10785;Tempelhof-Schöneberg;ja;Kultur;Erwachsene, Senioren, Familie;13,36800729;52,50688474;en;Neue Nationalgalerie;Ja
Neues Museum;Das Neue Museum präsentiert die Entwicklung der vor- und frühzeitlichen Kulturen Eurasiens von der Altsteinzeit bis ins Hochmittelalter;Freier Eintritt ;freier Eintritt;https://www.smb.museum/nm;Bodestraße 1-3;Berlin;10178;Mitte;ja;Kultur;Erwachsene, Senioren, Familie;13,40983462;52,5228746;de;Neues Museum;Ja
New Museum;The New Museum showcases the development of prehistoric and early cultures of Eurasia from the Old Stone Age to the High Middle Ages;Free admission;free admission;https://www.smb.museum/nm;Bodestraße 1-3;Berlin;10178;Mitte;ja;Kultur;Erwachsene, Senioren, Familie;13,40983462;52,5228746;en;Neues Museum;Ja
Neuköllner Oper;Die Neuköllner Oper setzte sich zum Ziel, Spiel mit ernsthafter Unterhaltung und gutem Humor zu verbinden. Somit werden neue Stücke geschaffen und mit alten Werten kombiniert.;Ermäßigter Eintritt;3 Euro Ticket An der Abendkasse, ausgenommen sind Premieren und Fremdveranstaltungen;http://www.neukoellneroper.de/index.html;Karl-Marx-Straße 131/133;Berlin;12043;Neukölln;nein;Kultur;Erwachsene, Senioren, Familie;13,43878067;52,47754134;de;Neuköllner Oper;Ja
Neukölln Opera;The Neukölln Opera aims to combine serious entertainment with good humor. This leads to the creation of new pieces combined with traditional values.;Discounted admission;3 Euro ticket at the box office, excluding premieres and external events;http://www.neukoellneroper.de/index.html;Karl-Marx-Straße 131/133;Berlin;12043;Neukölln;nein;Kultur;Erwachsene, Senioren, Familie;13,43878067;52,47754134;en;Neuköllner Oper;Ja
orbitall - Raumfahrtzentrum im FEZ-Berlin;In engem Kontakt mit Forschungseinrichtungen aus Wissenschaft und Wirtschaft möchten wir einem breiten Publikum, insbesondere Kindern und Jugendlichen, das Thema Raumfahrt auf informative, interaktive und unterhaltsame Weise näherbringen. Denn Wissen richtig vermittelt macht einfach Spaß.;Ermäßigter Eintritt;Wochenendveranstaltung 16.30-18 Uhr, Preis orbitall-Ticket: 4 Euro statt 5,50 Euro;https://fez-berlin.de/nc/programm/detailansicht/erlebniswelt-orbitall-570/;Str. zum FEZ 2;Berlin;12459;Treptow-Köpenick;nein;Bildung & Beratung;Erwachsene, Senioren, Familie;13,54889976;52,46090777;de;orbitall - Raumfahrtzentrum im FEZ-Berlin;Ja
